folio,section_code,section,locator,position_code,locus_type,raw_eva,display_eva,normalized_tokens,token_count,structural_gloss,structural_confidence,speculative_english,speculative_status,page_context,ruleset_version
f70v2,Z,Zodiac,f70v2.21,@Cc,C,"<!09:00>daii@197;amdy.otar.am.aral.otair,chedaiin.oteey.dair.shchey.daiin.chalaly.oteody.chotol.chedy.oteotey.oteeeor,ar.alody.daiir.oteedar.oteey.teey.dalal.cheoltey.oteedy.sheeteey.?okeeol.ykeeos.shey.ykair.arar.alos",[note: 09:00] daii@197;amdy otar am aral otair [?break] chedaiin oteey dair shchey daiin chalaly oteody chotol chedy oteotey oteeeor [?break] ar alody daiir oteedar oteey teey dalal cheoltey oteedy sheeteey ?okeeol ykeeos shey ykair arar alos,daiixamdy otar am aral otair chedaiin oteey dair shchey daiin chalaly oteody chotol chedy oteotey oteeeor ar alody daiir oteedar oteey teey dalal cheoltey oteedy sheeteey okeeol ykeeos shey ykair arar alos,32,circular text; paragraph opening; 32 normalized token groups. daiixamdy: productive ending family; otar: broad high-frequency form; am: broad high-frequency form. within-line repetition: oteey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Under the watery house, compare the western position; place the named figure beside the next division.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.22,@Lz,L,<!10:00>otar.am,[note: 10:00] otar am,otar am,2,isolated label or short inscription; paragraph opening; 2 normalized token groups. otar: broad high-frequency form; am: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.23,&Lz,L,"<!11:00>otar,al",[note: 11:00] otar [?break] al,otar al,2,isolated label or short inscription; continuation; 2 normalized token groups. otar: broad high-frequency form; al: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the lower field.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.24,&Lz,L,<!00:00>otalar,[note: 00:00] otalar,otalar,1,isolated label or short inscription; continuation; 1 normalized token group. otalar: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the western circle.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.25,&Lz,L,<!01:30>otalam,[note: 01:30] otalam,otalam,1,isolated label or short inscription; continuation; 1 normalized token group. otalam: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the lower field.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.26,&Lz,L,<!03:00>dolaram,[note: 03:00] dolaram,dolaram,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Inner Rosette, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.27,&Lz,L,<!04:00>okaram,[note: 04:00] okaram,okaram,1,isolated label or short inscription; continuation; 1 normalized token group. okaram: recurrent form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Central Enclosure, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.28,&Lz,L,<!05:00>oteosal,[note: 05:00] oteosal,oteosal,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Enclosed Field, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.29,&Lz,L,<!06:30>salols,[note: 06:30] salols,salols,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.30,&Lz,L,<!08:00>okaldal,[note: 08:00] okaldal,okaldal,1,isolated label or short inscription; continuation; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Middle Gate, toward the outer wall.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.31,&Lz,L,<!09:00>ykolaiin,[note: 09:00] ykolaiin,ykolaiin,1,isolated label or short inscription; continuation; 1 normalized token group. ykolaiin: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the lower field.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.32,@Cc,C,"<!09:00>otal.daly.oteoal.dal,aildy.otaiin.ar.oteey.shal.o.qoteeal.ar.al.otaiin.al.teodaiin.oteeo,cthey.oteeos.oteos.aiin.daim",[note: 09:00] otal daly oteoal dal [?break] aildy otaiin ar oteey shal o qoteeal ar al otaiin al teodaiin oteeo [?break] cthey oteeos oteos aiin daim,otal daly oteoal dal aildy otaiin ar oteey shal o qoteeal ar al otaiin al teodaiin oteeo cthey oteeos oteos aiin daim,22,"circular text; paragraph opening; 22 normalized token groups. otal: broad high-frequency form; daly: line-final tendency; dal: broad high-frequency form. within-line repetition: otaiin, ar, al. no English lexical value established.",Moderate for form and position; zero validated English semantics,"Under the month's threshold, place the first station; place the standing figure beside the eastern point.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f70v2,Z,Zodiac,f70v2.33,@Lz,L,otolal,otolal,otolal,1,isolated label or short inscription; paragraph opening; 1 normalized token group. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Label: The Marked Face, toward the northern rosette.",Creative reconstruction; not a decipherment or translation,"A zodiac page centered on the paired fish associated with Pisces, surrounded by rings of figures, stars, and labels.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.1,@P0,P,"<%>kchedykary<->okeey.qokar.shyk,chedy.qotar.shedy",kchedykary | okeey qokar shyk [?break] chedy qotar shedy,kchedykary okeey qokar shyk chedy qotar shedy,7,running paragraph text; paragraph opening; 7 normalized token groups. okeey: broad high-frequency form; qokar: broad high-frequency form; chedy: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Cool the heated water in the covered bath; let the bather remain while the flow remains steady, then retain the remaining liquid.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.2,+P0,P,dain.shey.ly<->ssheol.qol{chh}dy.chedykar.chekeedy.ror,dain shey ly | ssheol qol{chh}dy chedykar chekeedy ror,dain shey ly ssheol qolchhdy chedykar chekeedy ror,8,running paragraph text; continuation; 8 normalized token groups. dain: broad high-frequency form; shey: broad high-frequency form; ly: line-final tendency. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Draw the heated water in the lower pool; let the first figure remain while the flow remains steady, then close the channel.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.3,+P0,P,qokain.chal<->orchey.qey.kain.sheeky.ltain.olkar.or,qokain chal | orchey qey kain sheeky ltain olkar or,qokain chal orchey qey kain sheeky ltain olkar or,9,running paragraph text; continuation; 9 normalized token groups. qokain: broad high-frequency form; chal: recurrent form; orchey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Warm the heated water in the upper basin; let the attendant remain until the water cools, then retain the remaining liquid.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.4,+P0,P,dackhy.lkamo<->ykeey.lshey.kal.dy.shey.ok.shey.qokeedy,dackhy lkamo | ykeey lshey kal dy shey ok shey qokeedy,dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy,10,running paragraph text; continuation; 10 normalized token groups. ykeey: productive ending family; lshey: productive ending family; kal: recurrent form. within-line repetition: shey. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Draw the green water in the upper basin; let the seated woman remain for one interval, then move to the lower basin.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.5,+P0,P,"shey,kar.chey<->ckhey.r.ain.ol.olsheedy.qokeey.qoky",shey [?break] kar chey | ckhey r ain ol olsheedy qokeey qoky,shey kar chey ckhey r ain ol olsheedy qokeey qoky,10,running paragraph text; continuation; 10 normalized token groups. shey: broad high-frequency form; kar: recurrent form; chey: broad high-frequency form. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Draw the flowing infusion in the narrow channel; let the seated woman remain until the water cools, then rest before repeating.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
f75r,B,Biological / balneological,f75r.6,+P0,P,pcheykeeor.olky<->dar.okey.qokain.chcthy.qokeedy.qoky,pcheykeeor olky | dar okey qokain chcthy qokeedy qoky,pcheykeeor olky dar okey qokain chcthy qokeedy qoky,8,running paragraph text; continuation; 8 normalized token groups. olky: line-final tendency; dar: broad high-frequency form; okey: productive ending family. no English lexical value established.,Moderate for form and position; zero validated English semantics,"Draw the heated water in the joined vessel; let the patient remain through the second measure, then move to the lower basin.",Creative reconstruction; not a decipherment or translation,"A biological or balneological page with two pool-like forms and fourteen human figures, conventionally called nymphs.",pilot-0.1.0
